fighter,fighter_url
Charles Jourdain,http://ufcstats.com/fighter-details/f1d64ae34e088832
Lando Vannata,http://ufcstats.com/fighter-details/f9b200db02b488d9
Marc-Andre Barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Jordan Wright,http://ufcstats.com/fighter-details/c878270af633eb11
Sergey Khandozhko,http://ufcstats.com/fighter-details/90da09db03e41748
Dwight Grant,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
Tyson Pedro,http://ufcstats.com/fighter-details/49e96ff8ab781589
Ike Villanueva,http://ufcstats.com/fighter-details/f9d0cae37dabfafc
Aoriqileng,http://ufcstats.com/fighter-details/7d420039bbfe7c1a
Cameron Else,http://ufcstats.com/fighter-details/5f3da9a9610d8969
Preston Parsons,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0
Evan Elder,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
Philipe Lins,http://ufcstats.com/fighter-details/53c943c873cffe90
Marcin Prachnio,http://ufcstats.com/fighter-details/6370c1c1e12723d5
Mike Jackson,http://ufcstats.com/fighter-details/0641c21bec209472
Dean Barry,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Belal Muhammad,http://ufcstats.com/fighter-details/b1b0729d27936f2f
Vicente Luque,http://ufcstats.com/fighter-details/6d4b63c767106d3a
Caio Borralho,http://ufcstats.com/fighter-details/4126a78111c0855a
Gadzhi Omargadzhiev,http://ufcstats.com/fighter-details/684d3aee255a3d09
Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Miguel Baeza,http://ufcstats.com/fighter-details/82d4c957649faf9b
Mayra Bueno Silva,http://ufcstats.com/fighter-details/cc8c623cca88f54f
Wu Yanan,http://ufcstats.com/fighter-details/fdbefee0827e1567
Pat Sabatini,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d
TJ Laramie,http://ufcstats.com/fighter-details/cd2e5a390821fb48
Mounir Lazzez,http://ufcstats.com/fighter-details/49ee5024966efc0d
Ange Loosa,http://ufcstats.com/fighter-details/1497e735d9f2560a
Devin Clark,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
William Knight,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
Pannie Kianzad,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
Lina Lansberg,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
Drakkar Klose,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Brandon Jenkins,http://ufcstats.com/fighter-details/6a8928652fc01bee
Rafa Garcia,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
Jesse Ronson,http://ufcstats.com/fighter-details/5580771f383e141f
Martin Buday,http://ufcstats.com/fighter-details/8eb046f83e82bf26
Chris Barnett,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Jordan Leavitt,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Trey Ogden,http://ufcstats.com/fighter-details/cfc3e7bb44685289
Sam Hughes,http://ufcstats.com/fighter-details/e94085e821bd81de
Istela Nunes,http://ufcstats.com/fighter-details/efc67b07eed39794
Alatengheili,http://ufcstats.com/fighter-details/1897b7b913736a7c
Kevin Croom,http://ufcstats.com/fighter-details/35b3772629e27a49
Alexander Volkanovski,http://ufcstats.com/fighter-details/e1248941344b3288
Chan Sung Jung,http://ufcstats.com/fighter-details/c451d67c09c55418
Aljamain Sterling,http://ufcstats.com/fighter-details/cb696ebfb6598724
Petr Yan,http://ufcstats.com/fighter-details/d661ce4da776fc20
Khamzat Chimaev,http://ufcstats.com/fighter-details/767755fd74662dbf
Gilbert Burns,http://ufcstats.com/fighter-details/23024fdfc966410a
Mackenzie Dern,http://ufcstats.com/fighter-details/7447e9f28508106a
Tecia Torres,http://ufcstats.com/fighter-details/31ef8b67e13495b3
Mark Madsen,http://ufcstats.com/fighter-details/da0995f19b749cfa
Vinc Pichel,http://ufcstats.com/fighter-details/c77a953488e5607d
Ian Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd
Darian Weeks,http://ufcstats.com/fighter-details/326a001926ffb7ec
Anthony Hernandez,http://ufcstats.com/fighter-details/093e1f5bb73850be
Josh Fremd,http://ufcstats.com/fighter-details/ca43de99b07b6b40
Raquel Pennington,http://ufcstats.com/fighter-details/fc169c387b4b465d
Aspen Ladd,http://ufcstats.com/fighter-details/d4691518d012b9e7
Mike Malott,http://ufcstats.com/fighter-details/dd6103dd7127db1d
Mickey Gall,http://ufcstats.com/fighter-details/9e50097a89442158
Aleksei Oleinik,http://ufcstats.com/fighter-details/98c23cb6da5b3352
Jared Vanderaa,http://ufcstats.com/fighter-details/2b68d9f125d07b42
Piera Rodriguez,http://ufcstats.com/fighter-details/e375cb5caf4717b6
Kay Hansen,http://ufcstats.com/fighter-details/4100c7a09497ad41
Julio Arce,http://ufcstats.com/fighter-details/1291edf2d566a71a
Daniel Santos,http://ufcstats.com/fighter-details/b67d6bacc68d4c92
Curtis Blaydes,http://ufcstats.com/fighter-details/fa6796c55d6c5440
Chris Daukaus,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Alexa Grasso,http://ufcstats.com/fighter-details/e8b731feff72294b
Joanne Wood,http://ufcstats.com/fighter-details/12f91bfa8f1f723b
Bryan Barberena,http://ufcstats.com/fighter-details/a331233f597090a5
Matt Brown,http://ufcstats.com/fighter-details/31123249b0bbf52e
Kai Kara-France,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
Askar Askarov,http://ufcstats.com/fighter-details/b1d19449397541dc
Neil Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Max Griffin,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
Marc Diakiese,http://ufcstats.com/fighter-details/32c355b04fc57f3a
Viacheslav Borshchev,http://ufcstats.com/fighter-details/19c591115a58982c
Sara McMann,http://ufcstats.com/fighter-details/7be74a12d7352df2
Karol Rosa,http://ufcstats.com/fighter-details/351c4ec637380ad5
Chris Gutierrez,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Batgerel Danaa,http://ufcstats.com/fighter-details/3b0a516d2921e0d6
Aliaskhab Khizriev,http://ufcstats.com/fighter-details/7ab478c397cd68ef
Denis Tiuliulin,http://ufcstats.com/fighter-details/0112352cb32f5026
Manon Fiorot,http://ufcstats.com/fighter-details/34ff304266360297
Jennifer Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
Matheus Nicolau,http://ufcstats.com/fighter-details/1a31ef98efce7a79
David Dvorak,http://ufcstats.com/fighter-details/9ada30894bf04e19
Luis Saldana,http://ufcstats.com/fighter-details/12e0fdc606f7e274
Bruno Souza,http://ufcstats.com/fighter-details/0e5c4e72237461bb
Tom Aspinall,http://ufcstats.com/fighter-details/399afbabc02376b5
Alexander Volkov,http://ufcstats.com/fighter-details/279566840aa55bf2
Arnold Allen,http://ufcstats.com/fighter-details/040a74bb0a465c54
Dan Hooker,http://ufcstats.com/fighter-details/193b9d1858bc4df3
Paddy Pimblett,http://ufcstats.com/fighter-details/7826923b47f8d72a
Kazula Vargas,http://ufcstats.com/fighter-details/ec18eb918121787c
Gunnar Nelson,http://ufcstats.com/fighter-details/fd55393021a8c255
Takashi Sato,http://ufcstats.com/fighter-details/8abac218746e04ca
Molly McCann,http://ufcstats.com/fighter-details/51018a31ddf31eb2
Luana Carolina,http://ufcstats.com/fighter-details/528b071cf3da7c56
Ilia Topuria,http://ufcstats.com/fighter-details/54f64b5e283b0ce7
Jai Herbert,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4
Makwan Amirkhani,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
Mike Grundy,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Sergei Pavlovich,http://ufcstats.com/fighter-details/f14cf73e51b29254
Shamil Abdurakhimov,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4
Paul Craig,http://ufcstats.com/fighter-details/eabf206b162b3b83
Nikita Krylov,http://ufcstats.com/fighter-details/1091d4d957141094
Jack Shore,http://ufcstats.com/fighter-details/b8a85389d115e35a
Timur Valiev,http://ufcstats.com/fighter-details/45e738622ea2c02c
Elise Reed,http://ufcstats.com/fighter-details/ac7c765882f2c68c
Cory McKenna,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
Muhammad Mokaev,http://ufcstats.com/fighter-details/75353550928a7921
Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036
Magomed Ankalaev,http://ufcstats.com/fighter-details/d802174b0c0c1f4e
Thiago Santos,http://ufcstats.com/fighter-details/dea070ed4a2a8281
Song Yadong,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
Marlon Moraes,http://ufcstats.com/fighter-details/fea79f9bc8c68769
Sodiq Yusuff,http://ufcstats.com/fighter-details/94426bb170c88115
Alex Caceres,http://ufcstats.com/fighter-details/7aa3d6964eff4877
Khalil Rountree Jr.,http://ufcstats.com/fighter-details/749f572d1d3161fb
Karl Roberson,http://ufcstats.com/fighter-details/37d5b176d438d2a5
Drew Dober,http://ufcstats.com/fighter-details/519e4fe37ce9ff75
Terrance McKinney,http://ufcstats.com/fighter-details/809bd1a871491508
Alex Pereira,http://ufcstats.com/fighter-details/e5549c82bfb5582d
Bruno Silva,http://ufcstats.com/fighter-details/12ebd7d157e91701
Matthew Semelsberger,http://ufcstats.com/fighter-details/4aa58269d0664b5b
AJ Fletcher,http://ufcstats.com/fighter-details/725b1abc9a39d873
JJ Aldrich,http://ufcstats.com/fighter-details/6fd953151d981979
Gillian Robertson,http://ufcstats.com/fighter-details/38c7f72747f4f712
Javid Basharat,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Trevin Jones,http://ufcstats.com/fighter-details/ec23c1be628d8057
Damon Jackson,http://ufcstats.com/fighter-details/29af297d9f1de0f8
Kamuela Kirk,http://ufcstats.com/fighter-details/c7d7fda69ec410d3
Miranda Maverick,http://ufcstats.com/fighter-details/f29a6350c69f4a33
Sabina Mazo,http://ufcstats.com/fighter-details/70d2329a92864fdb
Cody Brundage,http://ufcstats.com/fighter-details/f14f644d41ade29f
Dalcha Lungiambula,http://ufcstats.com/fighter-details/ce632027bf2a871b
Guido Cannetti,http://ufcstats.com/fighter-details/d05412b513b19621
Kris Moutinho,http://ufcstats.com/fighter-details/9c27f3217891f3f0
Azamat Murzakanov,http://ufcstats.com/fighter-details/e90a2f22417af68e
Tafon Nchukwi,http://ufcstats.com/fighter-details/6aae253467e8f9ce
Colby Covington,http://ufcstats.com/fighter-details/dc9572dd6ec74859
Jorge Masvidal,http://ufcstats.com/fighter-details/47b9e0e7703a4868
Rafael Dos Anjos,http://ufcstats.com/fighter-details/6a2f7c151031653d
Renato Moicano,http://ufcstats.com/fighter-details/b6452706b373eea1
Bryce Mitchell,http://ufcstats.com/fighter-details/d9c6f19f958643e9
Edson Barboza,http://ufcstats.com/fighter-details/64a50dad704d1d49
Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede
Alex Oliveira,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a
Serghei Spivac,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
Greg Hardy,http://ufcstats.com/fighter-details/85073dbd1be65ed9
Jalin Turner,http://ufcstats.com/fighter-details/4d8fa64202cee4c1
Jamie Mullarkey,http://ufcstats.com/fighter-details/af9f42e6894047fc
Marina Rodriguez,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
Yan Xiaonan,http://ufcstats.com/fighter-details/c41d426cc7326d1b
Nicolae Negumereanu,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Kennedy Nzechukwu,http://ufcstats.com/fighter-details/8667caa0451d245b
Maryna Moroz,http://ufcstats.com/fighter-details/b4192a975027aab6
Mariya Agapova,http://ufcstats.com/fighter-details/a08ddd04eaffd81d
Umar Nurmagomedov,http://ufcstats.com/fighter-details/2b6fc1c02736833d
Brian Kelleher,http://ufcstats.com/fighter-details/7be14eaed4c74856
Tim Elliott,http://ufcstats.com/fighter-details/c96d9178c9ed9e62
Tagir Ulanbekov,http://ufcstats.com/fighter-details/f00ac08ab056af5d
Ludovit Klein,http://ufcstats.com/fighter-details/5b86d491d63890c5
Devonte Smith,http://ufcstats.com/fighter-details/207773daeb4afa7b
Dustin Jacoby,http://ufcstats.com/fighter-details/e4277e87a789d687
Michal Oleksiejczuk,http://ufcstats.com/fighter-details/0d65c432720accb9
Islam Makhachev,http://ufcstats.com/fighter-details/275aca31f61ba28c
Bobby Green,http://ufcstats.com/fighter-details/887961364be5ceb3
Wellington Turman,http://ufcstats.com/fighter-details/4dcfb28c011c11b2
Misha Cirkunov,http://ufcstats.com/fighter-details/67f272324a030d00
Priscila Cachoeira,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac
Ji Yeon Kim,http://ufcstats.com/fighter-details/a20f234df70f2182
Arman Tsarukyan,http://ufcstats.com/fighter-details/eae48ff31db420c2
Joel Alvarez,http://ufcstats.com/fighter-details/58bbef3770bb2dfc
Armen Petrosyan,http://ufcstats.com/fighter-details/369ea36e450ae62a
Gregory Rodrigues,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd
Ignacio Bahamondes,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Rong Zhu,http://ufcstats.com/fighter-details/a13d755965a4ec9f
Josiane Nunes,http://ufcstats.com/fighter-details/68d35296f566792b
Ramona Pascual,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906
Terrance McKinney,http://ufcstats.com/fighter-details/809bd1a871491508
Fares Ziam,http://ufcstats.com/fighter-details/1e4f273069fb9e85
Jonathan Martinez,http://ufcstats.com/fighter-details/f2477cf43c4975cc
Alejandro Perez,http://ufcstats.com/fighter-details/80daefbed11ce998
Ramiz Brahimaj,http://ufcstats.com/fighter-details/3d074044a33825e7
Micheal Gillmore,http://ufcstats.com/fighter-details/ce175eaafe867d1f
Carlos Hernandez,http://ufcstats.com/fighter-details/798e48f9e7f6ba22
Victor Altamirano,http://ufcstats.com/fighter-details/dc7927cd622676a7
Jamahal Hill,http://ufcstats.com/fighter-details/5444c5a201d3ee5a
Johnny Walker,http://ufcstats.com/fighter-details/c21f26bbde777573
Kyle Daukaus,http://ufcstats.com/fighter-details/d6c0cdd7e467c440
Jamie Pickett,http://ufcstats.com/fighter-details/830f60497fab345a
Parker Porter,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4
Alan Baudot,http://ufcstats.com/fighter-details/c9a94278df042f46
Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16
Nikolas Motta,http://ufcstats.com/fighter-details/37f560436d745c18
Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3
Abdul Razak Alhassan,http://ufcstats.com/fighter-details/eae431e70064e046
David Onama,http://ufcstats.com/fighter-details/ffe9703408fb5964
Gabriel Benitez,http://ufcstats.com/fighter-details/436f970c9ea9169c
Stephanie Egger,http://ufcstats.com/fighter-details/5e6294b37bbef029
Jessica-Rose Clark,http://ufcstats.com/fighter-details/6c8072b61c276e67
Chas Skelly,http://ufcstats.com/fighter-details/4bd6b4800070b069
Mark Striegl,http://ufcstats.com/fighter-details/ef1182eb28c17d4e
Gloria de Paula,http://ufcstats.com/fighter-details/5dd180c8b3196786
Diana Belbita,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Chad Anheliger,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
Jesse Strader,http://ufcstats.com/fighter-details/8c39367b53eadf8a
Jonathan Pearce,http://ufcstats.com/fighter-details/87c0b1c696ddfb43
Christian Rodriguez,http://ufcstats.com/fighter-details/5ec591b78349ba7e
Mario Bautista,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Jay Perrin,http://ufcstats.com/fighter-details/01fed6f61ebea01f
Israel Adesanya,http://ufcstats.com/fighter-details/1338e2c7480bdf9e
Robert Whittaker,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce
Tai Tuivasa,http://ufcstats.com/fighter-details/c62fbc117d57b943
Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Jared Cannonier,http://ufcstats.com/fighter-details/13a0275fa13c4d26
Derek Brunson,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Renato Moicano,http://ufcstats.com/fighter-details/b6452706b373eea1
Alexander Hernandez,http://ufcstats.com/fighter-details/262a7d06203657e6
Bobby Green,http://ufcstats.com/fighter-details/887961364be5ceb3
Nasrat Haqparast,http://ufcstats.com/fighter-details/b7b84ccd221be298
Andrei Arlovski,http://ufcstats.com/fighter-details/3738e68d2261e60f
Jared Vanderaa,http://ufcstats.com/fighter-details/2b68d9f125d07b42
Casey O'Neill,http://ufcstats.com/fighter-details/04835018f90b118c
Roxanne Modafferi,http://ufcstats.com/fighter-details/4498b382c65a7faa
Kyler Phillips,http://ufcstats.com/fighter-details/60425d07ef4b91a7
Marcelo Rojo,http://ufcstats.com/fighter-details/2804ce8dadab5770
Carlos Ulberg,http://ufcstats.com/fighter-details/9014c02eff8b3d62
Fabio Cherant,http://ufcstats.com/fighter-details/78a68f1dade6aaf7
Ronnie Lawrence,http://ufcstats.com/fighter-details/e7e01e266a9d4342
Mana Martinez,http://ufcstats.com/fighter-details/c0386644627a7ee5
Jacob Malkoun,http://ufcstats.com/fighter-details/d4270315cbcf2569
AJ Dobson,http://ufcstats.com/fighter-details/009c4420727149ea
Douglas Silva de Andrade,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
Sergey Morozov,http://ufcstats.com/fighter-details/2f6a993c7f547c13
Jeremiah Wells,http://ufcstats.com/fighter-details/d66a46de8d705353
Blood Diamond,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
Maxim Grishin,http://ufcstats.com/fighter-details/950d0ef5c17157c5
William Knight,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
Sean Strickland,http://ufcstats.com/fighter-details/0d8011111be000b2
Jack Hermansson,http://ufcstats.com/fighter-details/0a1942069c9ad6b6
Nick Maximov,http://ufcstats.com/fighter-details/12585614e0ed2626
Punahele Soriano,http://ufcstats.com/fighter-details/64facb6cc564262d
Shavkat Rakhmonov,http://ufcstats.com/fighter-details/01afe0916a40c7c5
Carlston Harris,http://ufcstats.com/fighter-details/a53d30163304aa6e
Brendan Allen,http://ufcstats.com/fighter-details/2f181c0467965b98
Sam Alvey,http://ufcstats.com/fighter-details/d156513a19acf856
Bryan Battle,http://ufcstats.com/fighter-details/f626118b6da0e020
Tresean Gore,http://ufcstats.com/fighter-details/147e70aa6cc48cfc
Julian Erosa,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
Steven Peterson,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0
John Castaneda,http://ufcstats.com/fighter-details/5fa2974cbd18e05c
Miles Johns,http://ufcstats.com/fighter-details/46e0d677f91bacc0
Hakeem Dawodu,http://ufcstats.com/fighter-details/2c9d00968f818270
Michael Trizano,http://ufcstats.com/fighter-details/5bf31a46becc1204
Chidi Njokuani,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef
Marc-Andre Barriault,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Alexis Davis,http://ufcstats.com/fighter-details/4c2d90e335e6df19
Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Jailton Almeida,http://ufcstats.com/fighter-details/41e83a89929d1327
Danilo Marques,http://ufcstats.com/fighter-details/687c15b2eddfaa63
Phil Rowe,http://ufcstats.com/fighter-details/8e382b585a92affe
Jason Witt,http://ufcstats.com/fighter-details/5f3805dda9661cba
Malcolm Gordon,http://ufcstats.com/fighter-details/dee294e9717012c2
Denys Bondar,http://ufcstats.com/fighter-details/2526be54e6a0e62a
Francis Ngannou,http://ufcstats.com/fighter-details/8d03ce87ca14e778
Ciryl Gane,http://ufcstats.com/fighter-details/787bb1f087ccff8a
Deiveson Figueiredo,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5
Brandon Moreno,http://ufcstats.com/fighter-details/792be9a24df82ed6
Michel Pereira,http://ufcstats.com/fighter-details/595db60957de51d3
Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
Said Nurmagomedov,http://ufcstats.com/fighter-details/0fd5f4b838e890cc
Cody Stamann,http://ufcstats.com/fighter-details/bf7ad5628363eec9
Michael Morales,http://ufcstats.com/fighter-details/c32aeb1a59e6272d
Trevin Giles,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
Victor Henry,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8
Raoni Barcelos,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f
Pete Rodriguez,http://ufcstats.com/fighter-details/776d4262c4da38bf
Tony Gravely,http://ufcstats.com/fighter-details/601964f9654f911a
Saimon Oliveira,http://ufcstats.com/fighter-details/72ea1984c52019b5
Matt Frevola,http://ufcstats.com/fighter-details/dccb63727f2f5f74
Genaro Valdez,http://ufcstats.com/fighter-details/cda1099995b46cc2
Vanessa Demopoulos,http://ufcstats.com/fighter-details/2c483cf443f38ece
Silvana Gomez Juarez,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
Jasmine Jasudavicius,http://ufcstats.com/fighter-details/a9e260472d321361
Kay Hansen,http://ufcstats.com/fighter-details/4100c7a09497ad41
Calvin Kattar,http://ufcstats.com/fighter-details/751de04455cfaac0
Giga Chikadze,http://ufcstats.com/fighter-details/9560ff14eb3129f7
Jake Collier,http://ufcstats.com/fighter-details/92fa1401b7927da3
Chase Sherman,http://ufcstats.com/fighter-details/01b352b6a9074d5c
Brandon Royval,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15
Rogerio Bontorin,http://ufcstats.com/fighter-details/07a2bdaa0afdd831
Katlyn Chookagian,http://ufcstats.com/fighter-details/e872e9a9a902c045
Jennifer Maia,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
Viacheslav Borshchev,http://ufcstats.com/fighter-details/19c591115a58982c
Dakota Bush,http://ufcstats.com/fighter-details/3033c1c080672475
Bill Algeo,http://ufcstats.com/fighter-details/9abc648e76c4493a
Joanderson Brito,http://ufcstats.com/fighter-details/791c8437b341fba5
Jamie Pickett,http://ufcstats.com/fighter-details/830f60497fab345a
Joseph Holmes,http://ufcstats.com/fighter-details/8d20d76af3f213ce
Court McGee,http://ufcstats.com/fighter-details/523fa774700d7d3f
Ramiz Brahimaj,http://ufcstats.com/fighter-details/3d074044a33825e7
Brian Kelleher,http://ufcstats.com/fighter-details/7be14eaed4c74856
Kevin Croom,http://ufcstats.com/fighter-details/35b3772629e27a49
TJ Brown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
Charles Rosa,http://ufcstats.com/fighter-details/40093d1d2d78394e
Derrick Lewis,http://ufcstats.com/fighter-details/d3df1add9d9a7efb
Chris Daukaus,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
Belal Muhammad,http://ufcstats.com/fighter-details/b1b0729d27936f2f
Stephen Thompson,http://ufcstats.com/fighter-details/4a28cb716c19157a
Amanda Lemos,http://ufcstats.com/fighter-details/3df5493bb279226f
Angela Hill,http://ufcstats.com/fighter-details/f0feeb2192937424
Ricky Simon,http://ufcstats.com/fighter-details/5987b2458f4b5290
Raphael Assuncao,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Mateusz Gamrot,http://ufcstats.com/fighter-details/72db2a14ffa73ece
Diego Ferreira,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc
Cub Swanson,http://ufcstats.com/fighter-details/d247691a6c0e9034
Darren Elkins,http://ufcstats.com/fighter-details/92a9aa9c93192871
Gerald Meerschaert,http://ufcstats.com/fighter-details/6ac9bc2953c47345
Dustin Stoltzfus,http://ufcstats.com/fighter-details/71505842fb6455c3
Justin Tafa,http://ufcstats.com/fighter-details/e13abac8089a801a
Harry Hunsucker,http://ufcstats.com/fighter-details/f703250471acaf96
Melissa Gatto,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
Sijara Eubanks,http://ufcstats.com/fighter-details/4234f0097c83fa62
Charles Jourdain,http://ufcstats.com/fighter-details/f1d64ae34e088832
Andre Ewell,http://ufcstats.com/fighter-details/5f6f049d54728e88
Raquel Pennington,http://ufcstats.com/fighter-details/fc169c387b4b465d
Macy Chiasson,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b
Don'Tale Mayes,http://ufcstats.com/fighter-details/1a9480fc288e55d7
Josh Parisian,http://ufcstats.com/fighter-details/b5da8f7d05e85a55
Jordan Leavitt,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
Matt Sayles,http://ufcstats.com/fighter-details/5b8ba8f5512893b1
